MGnify_accession,Count
MGYG-HGUT-01045,12
MGYG-HGUT-01016,12
MGYG-HGUT-02301,12
MGYG-HGUT-00427,12
MGYG-HGUT-00354,12
MGYG-HGUT-00914,12
MGYG-HGUT-02157,12
MGYG-HGUT-00573,12
MGYG-HGUT-00548,12
MGYG-HGUT-00889,12
MGYG-HGUT-02061,12
MGYG-HGUT-02508,12
MGYG-HGUT-02520,12
MGYG-HGUT-02536,12
MGYG-HGUT-01040,12
MGYG-HGUT-01772,12
MGYG-HGUT-01776,12
MGYG-HGUT-01738,12
MGYG-HGUT-00796,12
MGYG-HGUT-03943,11
MGYG-HGUT-03738,11
MGYG-HGUT-01220,11
MGYG-HGUT-00766,11
MGYG-HGUT-02273,11
MGYG-HGUT-02662,11
MGYG-HGUT-02788,11
MGYG-HGUT-01742,11
MGYG-HGUT-02897,11
MGYG-HGUT-03892,11
MGYG-HGUT-04517,11
MGYG-HGUT-01411,11
MGYG-HGUT-00579,11
MGYG-HGUT-04267,11
MGYG-HGUT-00881,11
MGYG-HGUT-04471,11
MGYG-HGUT-03151,11
MGYG-HGUT-03164,11
MGYG-HGUT-03184,11
MGYG-HGUT-04179,11
MGYG-HGUT-01862,11
MGYG-HGUT-01311,11
MGYG-HGUT-00330,11
MGYG-HGUT-03266,11
MGYG-HGUT-00663,11
MGYG-HGUT-01240,11
MGYG-HGUT-02205,11
MGYG-HGUT-00981,11
MGYG-HGUT-02780,11
MGYG-HGUT-04482,11
MGYG-HGUT-01607,11
MGYG-HGUT-01672,11
MGYG-HGUT-00367,11
MGYG-HGUT-01025,11
MGYG-HGUT-01062,11
MGYG-HGUT-01955,11
MGYG-HGUT-00220,11
MGYG-HGUT-03993,11
MGYG-HGUT-03596,11
MGYG-HGUT-04105,11
MGYG-HGUT-02684,11
MGYG-HGUT-02944,11
MGYG-HGUT-01539,11
MGYG-HGUT-00468,11
MGYG-HGUT-02507,11
MGYG-HGUT-02603,11
MGYG-HGUT-04446,11
MGYG-HGUT-04246,11
MGYG-HGUT-02737,11
MGYG-HGUT-04314,10
MGYG-HGUT-01089,10
MGYG-HGUT-02312,10
MGYG-HGUT-00050,10
MGYG-HGUT-00685,10
MGYG-HGUT-01144,10
MGYG-HGUT-01051,10
MGYG-HGUT-02227,10
MGYG-HGUT-00678,10
MGYG-HGUT-01158,10
MGYG-HGUT-03014,10
MGYG-HGUT-03303,10
MGYG-HGUT-00435,10
MGYG-HGUT-01291,10
MGYG-HGUT-00462,10
MGYG-HGUT-02059,10
MGYG-HGUT-01512,10
MGYG-HGUT-01611,10
MGYG-HGUT-03580,10
MGYG-HGUT-03584,10
MGYG-HGUT-01889,10
MGYG-HGUT-01965,10
MGYG-HGUT-03984,10
MGYG-HGUT-03675,10
MGYG-HGUT-01720,10
MGYG-HGUT-01664,10
MGYG-HGUT-01665,10
MGYG-HGUT-01669,10
MGYG-HGUT-01675,10
MGYG-HGUT-02097,10
MGYG-HGUT-02099,10
MGYG-HGUT-03380,10
MGYG-HGUT-01929,10
MGYG-HGUT-00442,10
MGYG-HGUT-01765,10
MGYG-HGUT-00643,10
MGYG-HGUT-03292,10
MGYG-HGUT-04164,10
MGYG-HGUT-00449,10
MGYG-HGUT-04149,10
MGYG-HGUT-00198,10
MGYG-HGUT-00603,10
MGYG-HGUT-03325,10
MGYG-HGUT-02123,10
MGYG-HGUT-02109,10
MGYG-HGUT-02980,10
MGYG-HGUT-00459,10
MGYG-HGUT-03346,10
MGYG-HGUT-03150,10
MGYG-HGUT-00295,10
MGYG-HGUT-00847,10
MGYG-HGUT-02775,10
MGYG-HGUT-00748,10
MGYG-HGUT-04578,10
MGYG-HGUT-02845,10
MGYG-HGUT-02848,10
MGYG-HGUT-00297,10
MGYG-HGUT-02791,10
MGYG-HGUT-02574,10
MGYG-HGUT-02529,10
MGYG-HGUT-00288,10
MGYG-HGUT-04525,10
MGYG-HGUT-02503,10
MGYG-HGUT-00317,10
MGYG-HGUT-04529,10
MGYG-HGUT-00990,10
MGYG-HGUT-02572,10
MGYG-HGUT-02452,10
MGYG-HGUT-00732,10
MGYG-HGUT-00312,10
MGYG-HGUT-04435,10
MGYG-HGUT-00896,10
MGYG-HGUT-04640,10
MGYG-HGUT-00792,10
MGYG-HGUT-02643,10
MGYG-HGUT-04499,9
MGYG-HGUT-01458,9
MGYG-HGUT-01430,9
MGYG-HGUT-02074,9
MGYG-HGUT-02819,9
MGYG-HGUT-02498,9
MGYG-HGUT-02790,9
MGYG-HGUT-00553,9
MGYG-HGUT-01344,9
MGYG-HGUT-00452,9
MGYG-HGUT-04508,9
MGYG-HGUT-00458,9
MGYG-HGUT-01370,9
MGYG-HGUT-02449,9
MGYG-HGUT-04125,9
MGYG-HGUT-00571,9
MGYG-HGUT-01467,9
MGYG-HGUT-01547,9
MGYG-HGUT-00879,9
MGYG-HGUT-04064,9
MGYG-HGUT-03812,9
MGYG-HGUT-03843,9
MGYG-HGUT-01793,9
MGYG-HGUT-02653,9
MGYG-HGUT-00496,9
MGYG-HGUT-00156,9
MGYG-HGUT-00501,9
MGYG-HGUT-01881,9
MGYG-HGUT-02622,9
MGYG-HGUT-01740,9
MGYG-HGUT-03718,9
MGYG-HGUT-00168,9
MGYG-HGUT-01926,9
MGYG-HGUT-00175,9
MGYG-HGUT-04564,9
MGYG-HGUT-01651,9
MGYG-HGUT-02562,9
MGYG-HGUT-01640,9
MGYG-HGUT-03660,9
MGYG-HGUT-01626,9
MGYG-HGUT-00867,9
MGYG-HGUT-01606,9
MGYG-HGUT-04022,9
MGYG-HGUT-03484,9
MGYG-HGUT-02736,9
MGYG-HGUT-02031,9
MGYG-HGUT-03464,9
MGYG-HGUT-02158,9
MGYG-HGUT-00366,9
MGYG-HGUT-00228,9
MGYG-HGUT-02258,9
MGYG-HGUT-00995,9
MGYG-HGUT-02945,9
MGYG-HGUT-02405,9
MGYG-HGUT-00224,9
MGYG-HGUT-00358,9
MGYG-HGUT-04302,9
MGYG-HGUT-04438,9
MGYG-HGUT-02423,9
MGYG-HGUT-00417,9
MGYG-HGUT-00686,9
MGYG-HGUT-00654,9
MGYG-HGUT-01066,9
MGYG-HGUT-04225,9
MGYG-HGUT-00210,9
MGYG-HGUT-02197,9
MGYG-HGUT-02972,9
MGYG-HGUT-01287,9
MGYG-HGUT-02905,9
MGYG-HGUT-00969,9
MGYG-HGUT-03251,9
MGYG-HGUT-00938,9
MGYG-HGUT-02171,9
MGYG-HGUT-00985,9
MGYG-HGUT-01271,9
MGYG-HGUT-00420,9
MGYG-HGUT-01187,8
MGYG-HGUT-00261,8
MGYG-HGUT-03503,8
MGYG-HGUT-03113,8
MGYG-HGUT-03655,8
MGYG-HGUT-01183,8
MGYG-HGUT-00424,8
MGYG-HGUT-04189,8
MGYG-HGUT-00130,8
MGYG-HGUT-00863,8
MGYG-HGUT-00815,8
MGYG-HGUT-04551,8
MGYG-HGUT-03712,8
MGYG-HGUT-03957,8
MGYG-HGUT-00483,8
MGYG-HGUT-01806,8
MGYG-HGUT-02352,8
MGYG-HGUT-02974,8
MGYG-HGUT-02345,8
MGYG-HGUT-01787,8
MGYG-HGUT-01774,8
MGYG-HGUT-02362,8
MGYG-HGUT-00764,8
MGYG-HGUT-00157,8
MGYG-HGUT-00371,8
MGYG-HGUT-02667,8
MGYG-HGUT-00755,8
MGYG-HGUT-02365,8
MGYG-HGUT-01876,8
MGYG-HGUT-03046,8
MGYG-HGUT-00395,8
MGYG-HGUT-04535,8
MGYG-HGUT-00806,8
MGYG-HGUT-01717,8
MGYG-HGUT-03124,8
MGYG-HGUT-01803,8
MGYG-HGUT-02013,8
MGYG-HGUT-00559,8
MGYG-HGUT-04513,8
MGYG-HGUT-04223,8
MGYG-HGUT-04479,8
MGYG-HGUT-00309,8
MGYG-HGUT-00275,8
MGYG-HGUT-04510,8
MGYG-HGUT-04483,8
MGYG-HGUT-02814,8
MGYG-HGUT-02105,8
MGYG-HGUT-04051,8
MGYG-HGUT-02872,8
MGYG-HGUT-01229,8
MGYG-HGUT-02874,8
MGYG-HGUT-04106,8
MGYG-HGUT-01802,8
MGYG-HGUT-04480,8
MGYG-HGUT-01527,8
MGYG-HGUT-03452,8
MGYG-HGUT-00972,8
MGYG-HGUT-04171,8
MGYG-HGUT-04066,8
MGYG-HGUT-00967,8
MGYG-HGUT-00903,8
MGYG-HGUT-00874,8
MGYG-HGUT-01474,8
MGYG-HGUT-04063,8
MGYG-HGUT-00614,7
MGYG-HGUT-03821,7
MGYG-HGUT-04418,7
MGYG-HGUT-00051,7
MGYG-HGUT-00898,7
MGYG-HGUT-00503,7
MGYG-HGUT-01797,7
MGYG-HGUT-01254,7
MGYG-HGUT-04182,7
MGYG-HGUT-04230,7
MGYG-HGUT-01063,7
MGYG-HGUT-04134,7
MGYG-HGUT-03848,7
MGYG-HGUT-01269,7
MGYG-HGUT-04502,7
MGYG-HGUT-04140,7
MGYG-HGUT-00544,7
MGYG-HGUT-04605,7
MGYG-HGUT-01441,7
MGYG-HGUT-00124,7
MGYG-HGUT-00871,7
MGYG-HGUT-00137,7
MGYG-HGUT-04265,7
MGYG-HGUT-04260,7
MGYG-HGUT-01199,7
MGYG-HGUT-00857,7
MGYG-HGUT-00522,7
MGYG-HGUT-04259,7
MGYG-HGUT-04290,7
MGYG-HGUT-04084,7
MGYG-HGUT-04311,7
MGYG-HGUT-01712,7
MGYG-HGUT-04453,7
MGYG-HGUT-04571,7
MGYG-HGUT-01224,7
MGYG-HGUT-04090,7
MGYG-HGUT-00750,7
MGYG-HGUT-00517,7
MGYG-HGUT-01154,7
MGYG-HGUT-01678,7
MGYG-HGUT-00509,7
MGYG-HGUT-01228,7
MGYG-HGUT-01710,7
MGYG-HGUT-01213,7
MGYG-HGUT-03801,7
MGYG-HGUT-01814,7
MGYG-HGUT-01941,7
MGYG-HGUT-01988,7
MGYG-HGUT-02306,7
MGYG-HGUT-00394,7
MGYG-HGUT-02338,7
MGYG-HGUT-03010,7
MGYG-HGUT-00476,7
MGYG-HGUT-02979,7
MGYG-HGUT-01998,7
MGYG-HGUT-01932,7
MGYG-HGUT-02971,7
MGYG-HGUT-01931,7
MGYG-HGUT-01927,7
MGYG-HGUT-02380,7
MGYG-HGUT-00345,7
MGYG-HGUT-02300,7
MGYG-HGUT-03479,7
MGYG-HGUT-03700,7
MGYG-HGUT-03386,7
MGYG-HGUT-03329,7
MGYG-HGUT-02114,7
MGYG-HGUT-00446,7
MGYG-HGUT-03372,7
MGYG-HGUT-02156,7
MGYG-HGUT-03278,7
MGYG-HGUT-02165,7
MGYG-HGUT-00469,7
MGYG-HGUT-03417,7
MGYG-HGUT-02073,7
MGYG-HGUT-02185,7
MGYG-HGUT-02248,7
MGYG-HGUT-03138,7
MGYG-HGUT-02269,7
MGYG-HGUT-01905,7
MGYG-HGUT-02325,7
MGYG-HGUT-02673,7
MGYG-HGUT-03732,7
MGYG-HGUT-02746,7
MGYG-HGUT-02487,7
MGYG-HGUT-03701,7
MGYG-HGUT-02704,7
MGYG-HGUT-03770,7
MGYG-HGUT-02810,7
MGYG-HGUT-02610,7
MGYG-HGUT-02725,7
MGYG-HGUT-02832,7
MGYG-HGUT-00486,7
MGYG-HGUT-02630,7
MGYG-HGUT-02521,7
MGYG-HGUT-02661,7
MGYG-HGUT-02880,7
MGYG-HGUT-02665,6
MGYG-HGUT-03170,6
MGYG-HGUT-04232,6
MGYG-HGUT-00610,6
MGYG-HGUT-01243,6
MGYG-HGUT-02220,6
MGYG-HGUT-03185,6
MGYG-HGUT-04157,6
MGYG-HGUT-02192,6
MGYG-HGUT-02709,6
MGYG-HGUT-02146,6
MGYG-HGUT-02145,6
MGYG-HGUT-02263,6
MGYG-HGUT-02136,6
MGYG-HGUT-03824,6
MGYG-HGUT-00834,6
MGYG-HGUT-00618,6
MGYG-HGUT-00829,6
MGYG-HGUT-02167,6
MGYG-HGUT-02149,6
MGYG-HGUT-04617,6
MGYG-HGUT-00641,6
MGYG-HGUT-01323,6
MGYG-HGUT-00753,6
MGYG-HGUT-00633,6
MGYG-HGUT-00780,6
MGYG-HGUT-03290,6
MGYG-HGUT-01320,6
MGYG-HGUT-02638,6
MGYG-HGUT-00962,6
MGYG-HGUT-04278,6
MGYG-HGUT-02271,6
MGYG-HGUT-01210,6
MGYG-HGUT-01096,6
MGYG-HGUT-00310,6
MGYG-HGUT-01078,6
MGYG-HGUT-02998,6
MGYG-HGUT-02834,6
MGYG-HGUT-01037,6
MGYG-HGUT-02441,6
MGYG-HGUT-00930,6
MGYG-HGUT-00932,6
MGYG-HGUT-00365,6
MGYG-HGUT-04449,6
MGYG-HGUT-00343,6
MGYG-HGUT-00958,6
MGYG-HGUT-00965,6
MGYG-HGUT-02893,6
MGYG-HGUT-01104,6
MGYG-HGUT-01117,6
MGYG-HGUT-00585,6
MGYG-HGUT-00068,6
MGYG-HGUT-03107,6
MGYG-HGUT-01198,6
MGYG-HGUT-01195,6
MGYG-HGUT-03102,6
MGYG-HGUT-01182,6
MGYG-HGUT-04313,6
MGYG-HGUT-01165,6
MGYG-HGUT-00048,6
MGYG-HGUT-01163,6
MGYG-HGUT-00299,6
MGYG-HGUT-03083,6
MGYG-HGUT-02807,6
MGYG-HGUT-04355,6
MGYG-HGUT-04357,6
MGYG-HGUT-00595,6
MGYG-HGUT-03215,6
MGYG-HGUT-01661,6
MGYG-HGUT-02106,6
MGYG-HGUT-03991,6
MGYG-HGUT-03944,6
MGYG-HGUT-01961,6
MGYG-HGUT-00480,6
MGYG-HGUT-01973,6
MGYG-HGUT-03754,6
MGYG-HGUT-03583,6
MGYG-HGUT-04065,6
MGYG-HGUT-00171,6
MGYG-HGUT-03786,6
MGYG-HGUT-02062,6
MGYG-HGUT-03880,6
MGYG-HGUT-01983,6
MGYG-HGUT-01466,6
MGYG-HGUT-03886,6
MGYG-HGUT-01921,6
MGYG-HGUT-03450,6
MGYG-HGUT-03959,6
MGYG-HGUT-03860,6
MGYG-HGUT-01883,6
MGYG-HGUT-01646,6
MGYG-HGUT-01574,6
MGYG-HGUT-03313,6
MGYG-HGUT-01795,6
MGYG-HGUT-01936,6
MGYG-HGUT-01828,6
MGYG-HGUT-00582,6
MGYG-HGUT-02130,6
MGYG-HGUT-00182,6
MGYG-HGUT-04124,6
MGYG-HGUT-01783,6
MGYG-HGUT-03375,6
MGYG-HGUT-01896,6
MGYG-HGUT-03746,6
MGYG-HGUT-02044,6
MGYG-HGUT-04460,5
MGYG-HGUT-03929,5
MGYG-HGUT-01895,5
MGYG-HGUT-00953,5
MGYG-HGUT-00322,5
MGYG-HGUT-01682,5
MGYG-HGUT-02390,5
MGYG-HGUT-01706,5
MGYG-HGUT-02377,5
MGYG-HGUT-02904,5
MGYG-HGUT-00717,5
MGYG-HGUT-02991,5
MGYG-HGUT-04414,5
MGYG-HGUT-02978,5
MGYG-HGUT-01039,5
MGYG-HGUT-03965,5
MGYG-HGUT-01026,5
MGYG-HGUT-03688,5
MGYG-HGUT-02959,5
MGYG-HGUT-00975,5
MGYG-HGUT-02364,5
MGYG-HGUT-04439,5
MGYG-HGUT-02943,5
MGYG-HGUT-02367,5
MGYG-HGUT-02840,5
MGYG-HGUT-02382,5
MGYG-HGUT-02910,5
MGYG-HGUT-02863,5
MGYG-HGUT-03312,5
MGYG-HGUT-03713,5
MGYG-HGUT-02695,5
MGYG-HGUT-03790,5
MGYG-HGUT-00841,5
MGYG-HGUT-02571,5
MGYG-HGUT-01781,5
MGYG-HGUT-02703,5
MGYG-HGUT-02700,5
MGYG-HGUT-03858,5
MGYG-HGUT-02698,5
MGYG-HGUT-02582,5
MGYG-HGUT-00931,5
MGYG-HGUT-02687,5
MGYG-HGUT-03856,5
MGYG-HGUT-00490,5
MGYG-HGUT-00752,5
MGYG-HGUT-03799,5
MGYG-HGUT-02648,5
MGYG-HGUT-00493,5
MGYG-HGUT-03827,5
MGYG-HGUT-02560,5
MGYG-HGUT-02718,5
MGYG-HGUT-02721,5
MGYG-HGUT-02722,5
MGYG-HGUT-03723,5
MGYG-HGUT-01874,5
MGYG-HGUT-03908,5
MGYG-HGUT-02820,5
MGYG-HGUT-01046,5
MGYG-HGUT-03747,5
MGYG-HGUT-00894,5
MGYG-HGUT-00487,5
MGYG-HGUT-02467,5
MGYG-HGUT-00291,5
MGYG-HGUT-02477,5
MGYG-HGUT-00886,5
MGYG-HGUT-00279,5
MGYG-HGUT-03890,5
MGYG-HGUT-02776,5
MGYG-HGUT-00269,5
MGYG-HGUT-02726,5
MGYG-HGUT-02812,5
MGYG-HGUT-03673,5
MGYG-HGUT-04403,5
MGYG-HGUT-03205,5
MGYG-HGUT-03233,5
MGYG-HGUT-01280,5
MGYG-HGUT-04216,5
MGYG-HGUT-02173,5
MGYG-HGUT-02066,5
MGYG-HGUT-03216,5
MGYG-HGUT-01259,5
MGYG-HGUT-04075,5
MGYG-HGUT-03203,5
MGYG-HGUT-00649,5
MGYG-HGUT-01252,5
MGYG-HGUT-03451,5
MGYG-HGUT-02226,5
MGYG-HGUT-01234,5
MGYG-HGUT-01495,5
MGYG-HGUT-00464,5
MGYG-HGUT-02232,5
MGYG-HGUT-04257,5
MGYG-HGUT-01435,5
MGYG-HGUT-04089,5
MGYG-HGUT-03459,5
MGYG-HGUT-03361,5
MGYG-HGUT-04141,5
MGYG-HGUT-04136,5
MGYG-HGUT-00583,5
MGYG-HGUT-01347,5
MGYG-HGUT-00605,5
MGYG-HGUT-03314,5
MGYG-HGUT-01341,5
MGYG-HGUT-03320,5
MGYG-HGUT-03291,5
MGYG-HGUT-02093,5
MGYG-HGUT-04173,5
MGYG-HGUT-00546,5
MGYG-HGUT-04108,5
MGYG-HGUT-03376,5
MGYG-HGUT-04185,5
MGYG-HGUT-03282,5
MGYG-HGUT-00634,5
MGYG-HGUT-01427,5
MGYG-HGUT-03146,5
MGYG-HGUT-01222,5
MGYG-HGUT-03001,5
MGYG-HGUT-01629,5
MGYG-HGUT-01623,5
MGYG-HGUT-02304,5
MGYG-HGUT-01147,5
MGYG-HGUT-00682,5
MGYG-HGUT-00400,5
MGYG-HGUT-04354,5
MGYG-HGUT-03049,5
MGYG-HGUT-04362,5
MGYG-HGUT-00047,5
MGYG-HGUT-03085,5
MGYG-HGUT-03661,5
MGYG-HGUT-01113,5
MGYG-HGUT-00202,5
MGYG-HGUT-01645,5
MGYG-HGUT-03978,5
MGYG-HGUT-00518,5
MGYG-HGUT-02341,5
MGYG-HGUT-04401,5
MGYG-HGUT-04335,5
MGYG-HGUT-01608,5
MGYG-HGUT-02033,5
MGYG-HGUT-01591,5
MGYG-HGUT-02018,5
MGYG-HGUT-00425,5
MGYG-HGUT-00473,5
MGYG-HGUT-00523,5
MGYG-HGUT-01203,5
MGYG-HGUT-01993,5
MGYG-HGUT-01576,5
MGYG-HGUT-01194,5
MGYG-HGUT-00416,5
MGYG-HGUT-00067,5
MGYG-HGUT-02296,5
MGYG-HGUT-04298,5
MGYG-HGUT-03093,5
MGYG-HGUT-01990,5
MGYG-HGUT-03091,5
MGYG-HGUT-01598,5
MGYG-HGUT-01601,5
MGYG-HGUT-03489,5
MGYG-HGUT-02645,5
